ROUND;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108
USERGRP305;1;2;3;1;2;2;2;3;2;2;1;1;1;2;2;1;1;1;1;3;2;3;1;2;1;2;3;1;2;3;3;3;2;3;3;1;2;2;3;3;2;3;1;3;1;3;1;2;3;3;1;1;2;3;3;2;1;3;3;3;1;3;3;1;1;3;3;3;2;1;2;1;2;2;3;2;3;2;2;2;1;1;1;3;2;3;3;3;2;1;1;3;1;1;3;1;2;1;1;2;2;3;2;2;3;1;3;2
USERGRP306;3;2;3;3;1;1;2;1;2;1;2;3;1;3;2;1;1;1;3;3;1;2;3;2;3;2;3;3;3;2;3;3;2;3;2;1;1;2;3;1;2;2;2;3;2;2;1;1;1;2;2;1;1;1;1;3;2;3;1;2;1;2;3;1;2;3;3;3;2;3;3;1;2;2;3;3;2;3;1;3;1;3;1;2;3;3;1;1;2;3;3;2;1;3;3;3;1;3;3;1;1;3;3;3;2;1;2;1
USERGRP307;3;2;1;2;3;2;2;1;3;1;2;2;2;2;2;3;1;1;3;1;2;3;1;3;2;2;3;2;1;3;1;1;1;3;3;1;3;2;3;3;1;1;2;1;2;1;2;3;1;3;2;1;1;1;3;3;1;2;3;2;3;2;3;3;3;2;3;3;2;3;2;1;1;2;3;1;2;2;2;3;2;2;1;1;1;2;2;1;1;1;1;3;2;3;1;2;1;2;3;1;2;3;3;3;2;3;3;1
USERGRP308;3;2;2;3;2;2;3;3;1;3;2;1;2;1;1;2;2;3;2;2;1;3;2;2;2;1;3;3;3;3;2;3;1;3;3;2;3;2;1;2;3;2;2;1;3;1;2;2;2;2;2;3;1;1;3;1;2;3;1;3;2;2;3;2;1;3;1;1;1;3;3;1;3;2;3;3;1;1;2;1;2;1;2;3;1;3;2;1;1;1;3;3;1;2;3;2;3;2;3;3;3;2;3;3;2;3;2;1
USERGRP309;1;3;1;1;3;2;2;1;1;3;2;2;1;1;3;1;1;2;3;2;1;3;3;2;1;3;3;2;1;3;1;3;3;3;2;2;3;2;2;3;2;2;3;3;1;3;2;1;2;1;1;2;2;3;2;2;1;3;2;2;2;1;3;3;3;3;2;3;1;3;3;2;3;2;1;2;3;2;2;1;3;1;2;2;2;2;2;3;1;1;3;1;2;3;1;3;2;2;3;2;1;3;1;1;1;3;3;1
USERGRP310;2;1;1;3;1;1;1;3;1;3;1;3;2;3;3;1;2;1;2;2;2;1;1;1;3;1;3;3;1;2;2;1;3;3;2;1;1;3;1;1;3;2;2;1;1;3;2;2;1;1;3;1;1;2;3;2;1;3;3;2;1;3;3;2;1;3;1;3;3;3;2;2;3;2;2;3;2;2;3;3;1;3;2;1;2;1;1;2;2;3;2;2;1;3;2;2;2;1;3;3;3;3;2;3;1;3;3;2
USERGRP311;3;3;3;3;2;2;3;2;1;1;1;3;1;1;3;2;3;2;3;3;1;1;3;1;3;2;2;2;1;3;3;3;2;3;2;2;2;1;1;3;1;1;1;3;1;3;1;3;2;3;3;1;2;1;2;2;2;1;1;1;3;1;3;3;1;2;2;1;3;3;2;1;1;3;1;1;3;2;2;1;1;3;2;2;1;1;3;1;1;2;3;2;1;3;3;2;1;3;3;2;1;3;1;3;3;3;2;2
USERGRP312;2;3;3;2;3;2;2;1;2;3;3;3;3;3;3;3;1;3;1;1;2;3;3;1;2;1;2;1;3;3;2;2;1;2;1;3;3;3;3;3;2;2;3;2;1;1;1;3;1;1;3;2;3;2;3;3;1;1;3;1;3;2;2;2;1;3;3;3;2;3;2;2;2;1;1;3;1;1;1;3;1;3;1;3;2;3;3;1;2;1;2;2;2;1;1;1;3;1;3;3;1;2;2;1;3;3;2;1
USERGRP313;3;2;2;3;2;2;1;1;1;2;3;3;3;1;2;3;3;2;2;3;1;2;1;3;3;1;2;2;2;1;2;2;2;1;3;3;2;3;3;2;3;2;2;1;2;3;3;3;3;3;3;3;1;3;1;1;2;3;3;1;2;1;2;1;3;3;2;2;1;2;1;3;3;3;3;3;2;2;3;2;1;1;1;3;1;1;3;2;3;2;3;3;1;1;3;1;3;2;2;2;1;3;3;3;2;3;2;2
USERGRP314;2;1;1;3;2;3;3;3;3;2;3;1;3;3;1;3;1;2;2;3;1;2;2;1;1;2;3;1;1;1;3;1;3;1;3;2;3;2;2;3;2;2;1;1;1;2;3;3;3;1;2;3;3;2;2;3;1;2;1;3;3;1;2;2;2;1;2;2;2;1;3;3;2;3;3;2;3;2;2;1;2;3;3;3;3;3;3;3;1;3;1;1;2;3;3;1;2;1;2;1;3;3;2;2;1;2;1;3
USERGRP315;3;1;2;3;1;1;1;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;3;1;1;2;3;2;1;2;3;3;2;1;1;3;2;3;3;3;3;2;3;1;3;3;1;3;1;2;2;3;1;2;2;1;1;2;3;1;1;1;3;1;3;1;3;2;3;2;2;3;2;2;1;1;1;2;3;3;3;1;2;3;3;2;2;3;1;2;1;3;3;1;2;2;2;1;2;2;2;1;3;3
USERGRP316;2;3;2;3;2;2;2;2;2;1;1;2;1;3;3;1;3;2;1;2;2;3;2;3;2;3;1;2;3;2;2;3;3;3;3;1;3;1;2;3;1;1;1;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;3;1;1;2;3;2;1;2;3;3;2;1;1;3;2;3;3;3;3;2;3;1;3;3;1;3;1;2;2;3;1;2;2;1;1;2;3;1;1;1;3;1;3;1;3;2
USERGRP317;1;3;3;3;3;2;3;3;1;3;1;1;3;3;1;2;3;1;2;2;1;3;1;3;2;3;2;1;1;1;3;3;1;3;2;3;2;3;2;3;2;2;2;2;2;1;1;2;1;3;3;1;3;2;1;2;2;3;2;3;2;3;1;2;3;2;2;3;3;3;3;1;3;1;2;3;1;1;1;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;3;1;1;2;3;2;1;2;3;3
USERGRP318;3;2;3;1;1;2;1;3;2;3;1;2;2;3;1;1;1;3;3;2;3;1;1;3;1;1;3;2;3;2;3;3;3;3;3;3;1;3;3;3;3;2;3;3;1;3;1;1;3;3;1;2;3;1;2;2;1;3;1;3;2;3;2;1;1;1;3;3;1;3;2;3;2;3;2;3;2;2;2;2;2;1;1;2;1;3;3;1;3;2;1;2;2;3;2;3;2;3;1;2;3;2;2;3;3;3;3;1
USERGRP319;3;2;1;1;3;3;3;3;1;3;3;3;1;3;3;2;2;1;1;3;2;3;3;3;1;3;3;1;1;1;2;1;3;3;2;3;3;2;3;1;1;2;1;3;2;3;1;2;2;3;1;1;1;3;3;2;3;1;1;3;1;1;3;2;3;2;3;3;3;3;3;3;1;3;3;3;3;2;3;3;1;3;1;1;3;3;1;2;3;1;2;2;1;3;1;3;2;3;2;1;1;1;3;3;1;3;2;3
USERGRP320;2;1;3;1;1;3;1;2;2;1;1;2;2;1;1;1;3;1;3;1;1;2;1;2;3;3;1;1;3;2;1;3;1;3;2;3;3;2;1;1;3;3;3;3;1;3;3;3;1;3;3;2;2;1;1;3;2;3;3;3;1;3;3;1;1;1;2;1;3;3;2;3;3;2;3;1;1;2;1;3;2;3;1;2;2;3;1;1;1;3;3;2;3;1;1;3;1;1;3;2;3;2;3;3;3;3;3;3
USERGRP321;3;2;1;2;3;2;2;1;1;3;3;1;3;2;1;2;3;1;3;3;1;3;2;3;1;2;2;2;1;2;1;3;1;1;2;2;2;1;3;1;1;3;1;2;2;1;1;2;2;1;1;1;3;1;3;1;1;2;1;2;3;3;1;1;3;2;1;3;1;3;2;3;3;2;1;1;3;3;3;3;1;3;3;3;1;3;3;2;2;1;1;3;2;3;3;3;1;3;3;1;1;1;2;1;3;3;2;3
USERGRP322;2;1;2;3;3;3;2;1;3;2;2;3;2;2;2;1;3;3;1;3;2;1;2;3;2;3;1;1;2;2;1;3;3;3;2;2;3;2;1;2;3;2;2;1;1;3;3;1;3;2;1;2;3;1;3;3;1;3;2;3;1;2;2;2;1;2;1;3;1;1;2;2;2;1;3;1;1;3;1;2;2;1;1;2;2;1;1;1;3;1;3;1;1;2;1;2;3;3;1;1;3;2;1;3;1;3;2;3
USERGRP323;3;2;1;2;1;1;3;3;1;2;2;2;2;2;3;3;2;2;3;3;1;2;2;3;2;2;2;1;3;1;1;3;2;1;1;3;2;1;2;3;3;3;2;1;3;2;2;3;2;2;2;1;3;3;1;3;2;1;2;3;2;3;1;1;2;2;1;3;3;3;2;2;3;2;1;2;3;2;2;1;1;3;3;1;3;2;1;2;3;1;3;3;1;3;2;3;1;2;2;2;1;2;1;3;1;1;2;2
USERGRP324;3;1;3;2;3;3;2;3;1;1;3;1;3;3;1;3;3;1;2;2;1;3;2;1;3;3;3;2;3;1;3;1;3;1;3;3;3;2;1;2;1;1;3;3;1;2;2;2;2;2;3;3;2;2;3;3;1;2;2;3;2;2;2;1;3;1;1;3;2;1;1;3;2;1;2;3;3;3;2;1;3;2;2;3;2;2;2;1;3;3;1;3;2;1;2;3;2;3;1;1;2;2;1;3;3;3;2;2
USERGRP325;1;2;2;2;2;1;1;2;2;3;3;1;2;2;2;1;2;1;2;2;2;2;1;1;3;3;1;3;3;2;1;1;1;1;2;2;3;1;3;2;3;3;2;3;1;1;3;1;3;3;1;3;3;1;2;2;1;3;2;1;3;3;3;2;3;1;3;1;3;1;3;3;3;2;1;2;1;1;3;3;1;2;2;2;2;2;3;3;2;2;3;3;1;2;2;3;2;2;2;1;3;1;1;3;2;1;1;3
USERGRP326;2;2;3;2;1;1;1;1;1;3;2;2;3;3;2;3;1;2;2;2;1;1;1;1;3;1;3;2;3;3;1;3;1;3;2;3;1;2;2;2;2;1;1;2;2;3;3;1;2;2;2;1;2;1;2;2;2;2;1;1;3;3;1;3;3;2;1;1;1;1;2;2;3;1;3;2;3;3;2;3;1;1;3;1;3;3;1;3;3;1;2;2;1;3;2;1;3;3;3;2;3;1;3;1;3;1;3;3
USERGRP327;1;3;1;3;2;3;3;2;3;3;1;1;1;1;2;1;2;2;2;2;3;1;3;2;1;3;2;1;3;3;3;3;3;2;2;3;2;2;3;2;1;1;1;1;1;3;2;2;3;3;2;3;1;2;2;2;1;1;1;1;3;1;3;2;3;3;1;3;1;3;2;3;1;2;2;2;2;1;1;2;2;3;3;1;2;2;2;1;2;1;2;2;2;2;1;1;3;3;1;3;3;2;1;1;1;1;2;2
USERGRP328;3;1;3;2;2;3;2;1;2;1;1;3;3;1;3;3;2;1;3;2;3;1;3;1;3;3;3;2;1;3;2;3;1;2;2;3;1;3;1;3;2;3;3;2;3;3;1;1;1;1;2;1;2;2;2;2;3;1;3;2;1;3;2;1;3;3;3;3;3;2;2;3;2;2;3;2;1;1;1;1;1;3;2;2;3;3;2;3;1;2;2;2;1;1;1;1;3;1;3;2;3;3;1;3;1;3;2;3
USERGRP329;2;2;1;1;2;1;1;2;2;2;3;2;3;2;2;1;1;1;3;3;1;1;1;3;2;2;3;2;2;1;2;3;1;2;2;2;3;1;3;2;2;3;2;1;2;1;1;3;3;1;3;3;2;1;3;2;3;1;3;1;3;3;3;2;1;3;2;3;1;2;2;3;1;3;1;3;2;3;3;2;3;3;1;1;1;1;2;1;2;2;2;2;3;1;3;2;1;3;2;1;3;3;3;3;3;2;2;3
USERGRP330;1;2;3;3;1;2;2;3;3;3;3;3;3;1;1;2;2;3;2;3;2;1;2;2;1;3;3;2;1;1;2;1;2;3;1;1;2;2;1;1;2;1;1;2;2;2;3;2;3;2;2;1;1;1;3;3;1;1;1;3;2;2;3;2;2;1;2;3;1;2;2;2;3;1;3;2;2;3;2;1;2;1;1;3;3;1;3;3;2;1;3;2;3;1;3;1;3;3;3;2;1;3;2;3;1;2;2;3
USERGRP331;2;3;2;1;1;1;1;3;1;2;2;1;1;3;1;2;1;3;2;1;3;3;3;3;1;3;1;3;2;3;1;3;2;2;1;2;1;2;3;3;1;2;2;3;3;3;3;3;3;1;1;2;2;3;2;3;2;1;2;2;1;3;3;2;1;1;2;1;2;3;1;1;2;2;1;1;2;1;1;2;2;2;3;2;3;2;2;1;1;1;3;3;1;1;1;3;2;2;3;2;2;1;2;3;1;2;2;2
USERGRP332;2;2;3;2;2;1;2;1;1;2;3;1;1;1;2;2;2;3;3;2;2;1;2;2;2;2;2;2;3;3;3;2;2;2;2;3;2;3;2;1;1;1;1;3;1;2;2;1;1;3;1;2;1;3;2;1;3;3;3;3;1;3;1;3;2;3;1;3;2;2;1;2;1;2;3;3;1;2;2;3;3;3;3;3;3;1;1;2;2;3;2;3;2;1;2;2;1;3;3;2;1;1;2;1;2;3;1;1
USERGRP333;2;1;1;2;2;3;2;2;2;3;1;2;1;1;2;3;1;2;2;3;1;1;2;2;1;3;3;1;1;2;3;1;2;1;3;3;2;2;3;2;2;1;2;1;1;2;3;1;1;1;2;2;2;3;3;2;2;1;2;2;2;2;2;2;3;3;3;2;2;2;2;3;2;3;2;1;1;1;1;3;1;2;2;1;1;3;1;2;1;3;2;1;3;3;3;3;1;3;1;3;2;3;1;3;2;2;1;2
USERGRP334;1;2;3;2;2;3;2;1;3;1;1;2;3;3;1;3;3;1;3;3;3;3;3;3;1;2;3;2;2;1;1;3;2;1;3;1;2;1;1;2;2;3;2;2;2;3;1;2;1;1;2;3;1;2;2;3;1;1;2;2;1;3;3;1;1;2;3;1;2;1;3;3;2;2;3;2;2;1;2;1;1;2;3;1;1;1;2;2;2;3;3;2;2;1;2;2;2;2;2;2;3;3;3;2;2;2;2;3
USERGRP335;1;2;1;2;3;3;3;2;3;1;1;3;2;2;2;1;3;2;1;3;3;1;2;3;1;1;3;2;1;2;1;3;3;2;2;2;1;2;3;2;2;3;2;1;3;1;1;2;3;3;1;3;3;1;3;3;3;3;3;3;1;2;3;2;2;1;1;3;2;1;3;1;2;1;1;2;2;3;2;2;2;3;1;2;1;1;2;3;1;2;2;3;1;1;2;2;1;3;3;1;1;2;3;1;2;1;3;3
USERGRP336;3;1;1;3;3;1;3;2;1;1;2;2;1;1;3;3;3;3;1;1;2;3;1;1;2;2;2;3;2;2;2;3;2;2;2;1;1;2;1;2;3;3;3;2;3;1;1;3;2;2;2;1;3;2;1;3;3;1;2;3;1;1;3;2;1;2;1;3;3;2;2;2;1;2;3;2;2;3;2;1;3;1;1;2;3;3;1;3;3;1;3;3;3;3;3;3;1;2;3;2;2;1;1;3;2;1;3;1
USERGRP337;2;3;1;1;3;3;3;1;1;2;2;1;2;3;2;3;1;2;1;3;2;1;2;2;3;2;1;3;1;1;3;2;3;1;3;3;3;1;1;3;3;1;3;2;1;1;2;2;1;1;3;3;3;3;1;1;2;3;1;1;2;2;2;3;2;2;2;3;2;2;2;1;1;2;1;2;3;3;3;2;3;1;1;3;2;2;2;1;3;2;1;3;3;1;2;3;1;1;3;2;1;2;1;3;3;2;2;2
USERGRP338;3;3;3;2;1;2;2;2;3;1;2;1;1;1;1;1;1;1;1;2;3;3;1;1;1;2;1;3;1;1;3;3;3;2;1;3;2;3;1;1;3;3;3;1;1;2;2;1;2;3;2;3;1;2;1;3;2;1;2;2;3;2;1;3;1;1;3;2;3;1;3;3;3;1;1;3;3;1;3;2;1;1;2;2;1;1;3;3;3;3;1;1;2;3;1;1;2;2;2;3;2;2;2;3;2;2;2;1
USERGRP339;3;3;1;1;1;3;1;1;2;1;3;3;1;3;1;2;2;3;1;2;3;1;3;1;2;2;3;1;2;1;1;2;3;1;3;2;3;3;3;2;1;2;2;2;3;1;2;1;1;1;1;1;1;1;1;2;3;3;1;1;1;2;1;3;1;1;3;3;3;2;1;3;2;3;1;1;3;3;3;1;1;2;2;1;2;3;2;3;1;2;1;3;2;1;2;2;3;2;1;3;1;1;3;2;3;1;3;3
USERGRP340;3;3;1;3;3;3;2;2;1;1;2;2;2;3;3;2;2;1;3;3;2;3;3;1;2;3;2;2;3;2;1;1;3;1;3;2;3;3;1;1;1;3;1;1;2;1;3;3;1;3;1;2;2;3;1;2;3;1;3;1;2;2;3;1;2;1;1;2;3;1;3;2;3;3;3;2;1;2;2;2;3;1;2;1;1;1;1;1;1;1;1;2;3;3;1;1;1;2;1;3;1;1;3;3;3;2;1;3
USERGRP341;1;2;3;3;3;2;3;2;1;1;3;1;2;3;2;1;3;2;2;2;2;1;3;3;2;1;2;1;2;1;1;2;3;1;3;1;3;3;1;3;3;3;2;2;1;1;2;2;2;3;3;2;2;1;3;3;2;3;3;1;2;3;2;2;3;2;1;1;3;1;3;2;3;3;1;1;1;3;1;1;2;1;3;3;1;3;1;2;2;3;1;2;3;1;3;1;2;2;3;1;2;1;1;2;3;1;3;2
USERGRP342;2;2;3;1;3;3;1;3;1;3;1;3;2;3;2;2;1;3;3;3;2;1;2;2;1;3;3;1;1;2;3;1;3;2;2;3;1;2;3;3;3;2;3;2;1;1;3;1;2;3;2;1;3;2;2;2;2;1;3;3;2;1;2;1;2;1;1;2;3;1;3;1;3;3;1;3;3;3;2;2;1;1;2;2;2;3;3;2;2;1;3;3;2;3;3;1;2;3;2;2;3;2;1;1;3;1;3;2
USERGRP343;3;2;1;1;3;3;2;3;2;1;3;3;2;1;1;1;1;2;3;1;1;2;2;2;2;2;3;3;3;2;3;2;3;2;1;1;2;2;3;1;3;3;1;3;1;3;1;3;2;3;2;2;1;3;3;3;2;1;2;2;1;3;3;1;1;2;3;1;3;2;2;3;1;2;3;3;3;2;3;2;1;1;3;1;2;3;2;1;3;2;2;2;2;1;3;3;2;1;2;1;2;1;1;2;3;1;3;1
USERGRP344;2;3;3;2;2;3;2;3;3;1;2;1;1;2;3;3;3;1;1;2;3;1;2;3;3;1;2;2;1;2;1;2;1;2;3;1;3;2;1;1;3;3;2;3;2;1;3;3;2;1;1;1;1;2;3;1;1;2;2;2;2;2;3;3;3;2;3;2;3;2;1;1;2;2;3;1;3;3;1;3;1;3;1;3;2;3;2;2;1;3;3;3;2;1;2;2;1;3;3;1;1;2;3;1;3;2;2;3
USERGRP345;1;3;1;3;1;1;2;1;3;3;1;1;3;2;1;2;2;1;3;1;2;2;3;3;1;2;3;2;2;3;3;1;3;3;1;3;2;3;3;2;2;3;2;3;3;1;2;1;1;2;3;3;3;1;1;2;3;1;2;3;3;1;2;2;1;2;1;2;1;2;3;1;3;2;1;1;3;3;2;3;2;1;3;3;2;1;1;1;1;2;3;1;1;2;2;2;2;2;3;3;3;2;3;2;3;2;1;1
USERGRP346;2;3;3;3;2;2;2;2;2;2;1;3;2;2;1;3;3;1;1;1;1;1;2;2;1;3;3;3;1;2;3;3;1;2;1;3;1;3;1;3;1;1;2;1;3;3;1;1;3;2;1;2;2;1;3;1;2;2;3;3;1;2;3;2;2;3;3;1;3;3;1;3;2;3;3;2;2;3;2;3;3;1;2;1;1;2;3;3;3;1;1;2;3;1;2;3;3;1;2;2;1;2;1;2;1;2;3;1
USERGRP347;1;3;3;3;2;1;2;3;2;3;3;2;3;2;2;3;2;2;3;2;3;3;2;2;1;2;1;2;1;2;3;2;2;2;3;2;2;3;3;3;2;2;2;2;2;2;1;3;2;2;1;3;3;1;1;1;1;1;2;2;1;3;3;3;1;2;3;3;1;2;1;3;1;3;1;3;1;1;2;1;3;3;1;1;3;2;1;2;2;1;3;1;2;2;3;3;1;2;3;2;2;3;3;1;3;3;1;3
USERGRP348;1;3;2;2;1;3;2;1;2;1;2;3;2;1;2;1;2;2;1;2;3;2;2;1;3;1;3;3;3;2;2;1;2;1;1;1;1;3;3;3;2;1;2;3;2;3;3;2;3;2;2;3;2;2;3;2;3;3;2;2;1;2;1;2;1;2;3;2;2;2;3;2;2;3;3;3;2;2;2;2;2;2;1;3;2;2;1;3;3;1;1;1;1;1;2;2;1;3;3;3;1;2;3;3;1;2;1;3
USERGRP349;2;3;3;1;2;3;2;2;1;3;3;2;2;1;3;1;3;2;3;1;2;3;3;2;1;2;3;2;1;1;1;2;1;1;1;2;1;3;2;2;1;3;2;1;2;1;2;3;2;1;2;1;2;2;1;2;3;2;2;1;3;1;3;3;3;2;2;1;2;1;1;1;1;3;3;3;2;1;2;3;2;3;3;2;3;2;2;3;2;2;3;2;3;3;2;2;1;2;1;2;1;2;3;2;2;2;3;2
USERGRP350;3;2;3;1;2;1;3;3;2;3;2;1;3;3;1;2;3;1;1;3;2;1;1;1;1;3;2;1;1;2;1;1;3;1;3;2;2;3;3;1;2;3;2;2;1;3;3;2;2;1;3;1;3;2;3;1;2;3;3;2;1;2;3;2;1;1;1;2;1;1;1;2;1;3;2;2;1;3;2;1;2;1;2;3;2;1;2;1;2;2;1;2;3;2;2;1;3;1;3;3;3;2;2;1;2;1;1;1
USERGRP351;1;3;2;2;1;3;2;3;2;1;2;1;1;2;2;2;1;2;1;1;2;3;2;1;3;3;1;3;2;3;3;2;3;3;1;1;3;2;3;1;2;1;3;3;2;3;2;1;3;3;1;2;3;1;1;3;2;1;1;1;1;3;2;1;1;2;1;1;3;1;3;2;2;3;3;1;2;3;2;2;1;3;3;2;2;1;3;1;3;2;3;1;2;3;3;2;1;2;3;2;1;1;1;2;1;1;1;2
USERGRP352;1;3;1;3;1;2;1;3;2;1;3;1;3;3;2;2;3;1;2;3;2;1;2;2;1;2;2;2;2;3;3;2;3;3;3;1;1;3;2;2;1;3;2;3;2;1;2;1;1;2;2;2;1;2;1;1;2;3;2;1;3;3;1;3;2;3;3;2;3;3;1;1;3;2;3;1;2;1;3;3;2;3;2;1;3;3;1;2;3;1;1;3;2;1;1;1;1;3;2;1;1;2;1;1;3;1;3;2
USERGRP353;2;1;3;3;1;1;1;1;3;2;3;3;1;3;1;3;3;2;1;3;1;1;2;1;2;3;2;2;2;3;1;1;1;3;1;1;1;3;1;3;1;2;1;3;2;1;3;1;3;3;2;2;3;1;2;3;2;1;2;2;1;2;2;2;2;3;3;2;3;3;3;1;1;3;2;2;1;3;2;3;2;1;2;1;1;2;2;2;1;2;1;1;2;3;2;1;3;3;1;3;2;3;3;2;3;3;1;1
USERGRP354;2;3;1;2;2;1;2;2;3;3;3;1;2;1;3;3;1;3;1;1;3;3;3;3;3;1;1;2;2;3;2;2;2;1;2;3;2;1;3;3;1;1;1;1;3;2;3;3;1;3;1;3;3;2;1;3;1;1;2;1;2;3;2;2;2;3;1;1;1;3;1;1;1;3;1;3;1;2;1;3;2;1;3;1;3;3;2;2;3;1;2;3;2;1;2;2;1;2;2;2;2;3;3;2;3;3;3;1
USERGRP355;1;1;3;1;3;1;3;1;3;2;3;2;3;3;3;2;3;2;3;3;2;2;1;1;2;2;1;3;1;3;1;3;2;3;2;2;2;3;1;2;2;1;2;2;3;3;3;1;2;1;3;3;1;3;1;1;3;3;3;3;3;1;1;2;2;3;2;2;2;1;2;3;2;1;3;3;1;1;1;1;3;2;3;3;1;3;1;3;3;2;1;3;1;1;2;1;2;3;2;2;2;3;1;1;1;3;1;1
USERGRP356;3;1;1;1;1;3;2;2;1;2;2;1;3;1;2;2;2;1;1;2;1;1;1;1;2;1;3;2;1;1;3;3;1;2;3;1;1;1;3;1;3;1;3;1;3;2;3;2;3;3;3;2;3;2;3;3;2;2;1;1;2;2;1;3;1;3;1;3;2;3;2;2;2;3;1;2;2;1;2;2;3;3;3;1;2;1;3;3;1;3;1;1;3;3;3;3;3;1;1;2;2;3;2;2;2;1;2;3
USERGRP357;3;1;1;3;1;1;3;3;1;1;2;2;1;2;3;3;3;1;3;1;3;3;3;2;3;2;3;2;2;2;1;3;2;3;1;1;3;1;1;1;1;3;2;2;1;2;2;1;3;1;2;2;2;1;1;2;1;1;1;1;2;1;3;2;1;1;3;3;1;2;3;1;1;1;3;1;3;1;3;1;3;2;3;2;3;3;3;2;3;2;3;3;2;2;1;1;2;2;1;3;1;3;1;3;2;3;2;2
USERGRP358;3;3;3;2;2;2;2;3;3;2;2;3;3;2;2;3;3;2;3;3;1;3;1;1;3;1;1;2;2;1;3;3;2;1;1;3;3;1;1;3;1;1;3;3;1;1;2;2;1;2;3;3;3;1;3;1;3;3;3;2;3;2;3;2;2;2;1;3;2;3;1;1;3;1;1;1;1;3;2;2;1;2;2;1;3;1;2;2;2;1;1;2;1;1;1;1;2;1;3;2;1;1;3;3;1;2;3;1
USERGRP359;3;1;1;1;2;1;1;1;3;3;3;1;1;2;3;1;1;2;2;3;2;1;3;2;2;1;3;1;3;1;2;3;1;3;1;3;3;3;3;2;2;2;2;3;3;2;2;3;3;2;2;3;3;2;3;3;1;3;1;1;3;1;1;2;2;1;3;3;2;1;1;3;3;1;1;3;1;1;3;3;1;1;2;2;1;2;3;3;3;1;3;1;3;3;3;2;3;2;3;2;2;2;1;3;2;3;1;1
USERGRP360;3;2;3;3;2;3;1;1;3;3;2;2;3;1;2;3;1;3;2;2;2;3;2;3;1;2;2;3;2;1;3;1;1;2;3;3;3;1;1;1;2;1;1;1;3;3;3;1;1;2;3;1;1;2;2;3;2;1;3;2;2;1;3;1;3;1;2;3;1;3;1;3;3;3;3;2;2;2;2;3;3;2;2;3;3;2;2;3;3;2;3;3;1;3;1;1;3;1;1;2;2;1;3;3;2;1;1;3
USERGRP361;3;2;1;2;1;2;2;1;2;3;1;3;3;3;1;1;2;1;1;1;1;3;3;1;1;1;3;3;2;3;3;2;2;1;2;2;3;2;3;3;2;3;1;1;3;3;2;2;3;1;2;3;1;3;2;2;2;3;2;3;1;2;2;3;2;1;3;1;1;2;3;3;3;1;1;1;2;1;1;1;3;3;3;1;1;2;3;1;1;2;2;3;2;1;3;2;2;1;3;1;3;1;2;3;1;3;1;3
USERGRP362;1;3;2;3;2;3;1;1;1;1;3;3;2;3;2;2;3;3;1;1;1;3;3;3;3;3;2;1;3;2;3;3;3;1;2;1;3;2;1;2;1;2;2;1;2;3;1;3;3;3;1;1;2;1;1;1;1;3;3;1;1;1;3;3;2;3;3;2;2;1;2;2;3;2;3;3;2;3;1;1;3;3;2;2;3;1;2;3;1;3;2;2;2;3;2;3;1;2;2;3;2;1;3;1;1;2;3;3
USERGRP363;3;2;3;2;2;2;1;2;3;3;3;3;2;2;3;2;3;3;2;3;1;2;1;3;2;2;3;2;1;3;1;1;1;3;1;2;1;3;2;3;2;3;1;1;1;1;3;3;2;3;2;2;3;3;1;1;1;3;3;3;3;3;2;1;3;2;3;3;3;1;2;1;3;2;1;2;1;2;2;1;2;3;1;3;3;3;1;1;2;1;1;1;1;3;3;1;1;1;3;3;2;3;3;2;2;1;2;2
USERGRP364;2;3;2;2;2;2;2;1;1;3;2;1;2;3;1;3;3;3;1;3;3;2;2;3;2;1;2;2;3;2;3;1;2;3;3;1;3;2;3;2;2;2;1;2;3;3;3;3;2;2;3;2;3;3;2;3;1;2;1;3;2;2;3;2;1;3;1;1;1;3;1;2;1;3;2;3;2;3;1;1;1;1;3;3;2;3;2;2;3;3;1;1;1;3;3;3;3;3;2;1;3;2;3;3;3;1;2;1
USERGRP365;3;3;3;1;3;1;1;3;3;2;2;2;1;2;1;2;3;2;1;2;2;2;1;3;1;2;2;1;3;2;1;2;1;3;3;1;2;3;2;2;2;2;2;1;1;3;2;1;2;3;1;3;3;3;1;3;3;2;2;3;2;1;2;2;3;2;3;1;2;3;3;1;3;2;3;2;2;2;1;2;3;3;3;3;2;2;3;2;3;3;2;3;1;2;1;3;2;2;3;2;1;3;1;1;1;3;1;2
